"Date","September-16-2022"
"Time","18h32m57s"
"PAX Card Serial","M00255249"
"PAX Card Name","PAX5710 Polarization Analyzing System"
"PAX Card Next Cal","September-19-2013"
"PAX Sensor Serial","M00255490"
"PAX Sensor Name","PAN5710VIS (400 - 700nm)"
"PAX Sensor Next Cal","September-19-2012"
"Wavelength [m]",6.330000e-07
"Basic Sample Rate [SPS]",6.666670e+01
"Power Range [dBm]","Auto"
"Azimuth Offset [°]",0.000000e+00
"Number of Basic Periods",2
"Signal Averaging",1
"Result Averaging",1
"Sample Time [s]",2.999998e-02
"Number of Measurements",400
"Record Rate",1
"Record Time [s]",1.199999e+01
"Pretrigger Measurements",0
"Pretrigger Time [s]",0.000000e+00
"Trigger Source","Auto"
"Comment","36"
"Time Stamp [s]","Stokes 1","Stokes 2","Stokes 3","Azimuth [°]","Ellipticity [°]","Power Split Ratio","Phase Difference [°]","DOP [%]","Power [dBm]","Power [W]"
0.000000e+00,3.942776e-01,5.978085e-01,6.979758e-01,2.829681e+01,2.213241e+01,6.971388e-01,4.942031e+01,5.078669e+01,-3.473499e+01,3.361250e-07,
2.999998e-02,3.944382e-01,5.979332e-01,6.977782e-01,2.829419e+01,2.212451e+01,6.972191e-01,4.940639e+01,5.054408e+01,-3.473980e+01,3.357534e-07,
5.999997e-02,3.965808e-01,5.964894e-01,6.977995e-01,2.819087e+01,2.212536e+01,6.982904e-01,4.947568e+01,5.058175e+01,-3.473361e+01,3.362317e-07,
8.999995e-02,3.956927e-01,5.937442e-01,7.006391e-01,2.815954e+01,2.223915e+01,6.978463e-01,4.972098e+01,5.071249e+01,-3.473019e+01,3.364969e-07,
1.199999e-01,3.968618e-01,5.949381e-01,6.989630e-01,2.814709e+01,2.217193e+01,6.984309e-01,4.959649e+01,5.089977e+01,-3.472740e+01,3.367134e-07,
1.499999e-01,3.941480e-01,5.976191e-01,6.982111e-01,2.829697e+01,2.214183e+01,6.970740e-01,4.943882e+01,5.074707e+01,-3.473593e+01,3.360527e-07,
1.799999e-01,3.957184e-01,5.973590e-01,6.975451e-01,2.823883e+01,2.211519e+01,6.978592e-01,4.942413e+01,5.054367e+01,-3.473613e+01,3.360370e-07,
2.099999e-01,3.951956e-01,5.965977e-01,6.984924e-01,2.823944e+01,2.215309e+01,6.975978e-01,4.949864e+01,5.057509e+01,-3.473647e+01,3.360108e-07,
2.399999e-01,3.949768e-01,5.940057e-01,7.008214e-01,2.818928e+01,2.224647e+01,6.974884e-01,4.971589e+01,5.073579e+01,-3.473161e+01,3.363867e-07,
2.699999e-01,3.966456e-01,5.953761e-01,6.987127e-01,2.816402e+01,2.216191e+01,6.983228e-01,4.956554e+01,5.090448e+01,-3.472959e+01,3.365433e-07,
2.999998e-01,3.923670e-01,5.978674e-01,6.990012e-01,2.836200e+01,2.217346e+01,6.961835e-01,4.945907e+01,5.069472e+01,-3.473990e+01,3.357453e-07,
3.299998e-01,3.976722e-01,5.968860e-01,6.968385e-01,2.816333e+01,2.208695e+01,6.988361e-01,4.941787e+01,5.055030e+01,-3.473484e+01,3.361365e-07,
3.599998e-01,3.949047e-01,5.966903e-01,6.985778e-01,2.825120e+01,2.215651e+01,6.974523e-01,4.949770e+01,5.057605e+01,-3.473532e+01,3.360998e-07,
3.899998e-01,3.967632e-01,5.934178e-01,7.003101e-01,2.811652e+01,2.222594e+01,6.983816e-01,4.972325e+01,5.072317e+01,-3.472889e+01,3.365977e-07,
4.199998e-01,3.958691e-01,5.955585e-01,6.989976e-01,2.819396e+01,2.217332e+01,6.979346e-01,4.956841e+01,5.089152e+01,-3.472868e+01,3.366141e-07,
4.499998e-01,3.943014e-01,5.974149e-01,6.982993e-01,2.828734e+01,2.214536e+01,6.971507e-01,4.945207e+01,5.071535e+01,-3.473700e+01,3.359693e-07,
4.799997e-01,3.948250e-01,5.977640e-01,6.977044e-01,2.827756e+01,2.212156e+01,6.974125e-01,4.941141e+01,5.054521e+01,-3.473740e+01,3.359388e-07,
5.099997e-01,3.968362e-01,5.963279e-01,6.977923e-01,2.817878e+01,2.212507e+01,6.984181e-01,4.948306e+01,5.057848e+01,-3.473292e+01,3.362853e-07,
5.399997e-01,3.965485e-01,5.936392e-01,7.002441e-01,2.812862e+01,2.222330e+01,6.982742e-01,4.971005e+01,5.072157e+01,-3.472807e+01,3.366612e-07,
5.699997e-01,3.974766e-01,5.944755e-01,6.990074e-01,2.811631e+01,2.217371e+01,6.987383e-01,4.962028e+01,5.086665e+01,-3.472746e+01,3.367082e-07,
5.999997e-01,3.940935e-01,5.973654e-01,6.984589e-01,2.829320e+01,2.215175e+01,6.970468e-01,4.946088e+01,5.073723e+01,-3.473850e+01,3.358536e-07,
6.299997e-01,3.954355e-01,5.973161e-01,6.977422e-01,2.824731e+01,2.212307e+01,6.977178e-01,4.943417e+01,5.055642e+01,-3.473899e+01,3.358156e-07,
6.599996e-01,3.962475e-01,5.973302e-01,6.972693e-01,2.822056e+01,2.210417e+01,6.981237e-01,4.941430e+01,5.059005e+01,-3.473495e+01,3.361281e-07,
6.899996e-01,3.978307e-01,5.935266e-01,6.996119e-01,2.808337e+01,2.219794e+01,6.989154e-01,4.968988e+01,5.066536e+01,-3.472996e+01,3.365147e-07,
7.199996e-01,3.964751e-01,5.944563e-01,6.995922e-01,2.814926e+01,2.219715e+01,6.982376e-01,4.964484e+01,5.086895e+01,-3.472947e+01,3.365526e-07,
7.499996e-01,3.931537e-01,5.976800e-01,6.987194e-01,2.833155e+01,2.216217e+01,6.965769e-01,4.945653e+01,5.083714e+01,-3.473703e+01,3.359672e-07,
7.799996e-01,3.947625e-01,5.975044e-01,6.979621e-01,2.827392e+01,2.213186e+01,6.973812e-01,4.943416e+01,5.058043e+01,-3.473862e+01,3.358440e-07,
